
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    [::]:49665             [::]:0                 LISTENING       2152
  TCP    [::]:49666             [::]:0                 LISTENING       2448
  TCP    [::]:49667             [::]:0                 LISTENING       4832
  TCP    [::]:49668             [::]:0                 LISTENING       1220
  TCP    [::]:49671             [::]:0                 LISTENING       1220
  TCP    [::]:49672             [::]:0                 LISTENING       1188
  TCP    [::]:49674             [::]:0                 LISTENING       6068
  TCP    [::]:57889             [::]:0                 LISTENING       38796
  TCP    [::]:57910             [::]:0                 LISTENING       40992
  TCP    [::]:57946             [::]:0                 LISTENING       5000
  TCP    [::]:63270             [::]:0                 LISTENING       24032
  TCP    [::]:63298             [::]:0                 LISTENING       60608
  TCP    [::1]:2631             [::1]:57883            ESTABLISHED     8316
  TCP    [::1]:2631             [::1]:57904            ESTABLISHED     8316
  TCP    [::1]:8080             [::1]:56938            TIME_WAIT       0
  TCP    [::1]:8080             [::1]:56949            TIME_WAIT       0
  TCP    [::1]:56784            [::1]:8080             TIME_WAIT       0
  TCP    [::1]:57001            [::1]:9229             SYN_SENT        52760
  TCP    [::1]:57002            [::1]:9229             SYN_SENT        67308
  TCP    [::1]:57883            [::1]:2631             ESTABLISHED     6096
  TCP    [::1]:57904            [::1]:2631             ESTABLISHED     6096
  TCP    [fe80::446b:6f32:cfa4:b2b%9]:1521  [fe80::446b:6f32:cfa4:b2b%9]:56871  ESTABLISHED     54016
  TCP    [fe80::446b:6f32:cfa4:b2b%9]:56871  [fe80::446b:6f32:cfa4:b2b%9]:1521  ESTABLISHED     6068
  TCP    [fe80::446b:6f32:cfa4:b2b%9]:56939  [fe80::446b:6f32:cfa4:b2b%9]:49674  TIME_WAIT       0
  TCP    [fe80::446b:6f32:cfa4:b2b%9]:56940  [fe80::446b:6f32:cfa4:b2b%9]:56942  ESTABLISHED     6068
  TCP    [fe80::446b:6f32:cfa4:b2b%9]:56942  [fe80::446b:6f32:cfa4:b2b%9]:56940  ESTABLISHED     54016
  UDP    0.0.0.0:53             *:*                                    12496
  UDP    0.0.0.0:123            *:*                                    1932
  UDP    0.0.0.0:3702           *:*                                    5956
  UDP    0.0.0.0:3702           *:*                                    5956
  UDP    0.0.0.0:5050           *:*                                    14216
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    52760
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    1596
  UDP    0.0.0.0:5353           *:*                                    67308
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5353           *:*                                    38760
  UDP    0.0.0.0:5355           *:*                                    1596
  UDP    0.0.0.0:8082           *:*                                    25072
  UDP    0.0.0.0:34324          *:*                                    27992
  UDP    0.0.0.0:34325          *:*                                    27992
  UDP    0.0.0.0:34328          *:*                                    27992
  UDP    0.0.0.0:34329          *:*                                    27992
  UDP    0.0.0.0:34335          *:*                                    27992
  UDP    0.0.0.0:34337          *:*                                    27992
  UDP    0.0.0.0:34343          *:*                                    27992
  UDP    0.0.0.0:34345          *:*                                    27992
  UDP    0.0.0.0:34546          *:*                                    27992
  UDP    0.0.0.0:49222          *:*                                    4
  UDP    0.0.0.0:49257          *:*                                    4
  UDP    0.0.0.0:49273          *:*                                    4
  UDP    0.0.0.0:49481          *:*                                    4
  UDP    0.0.0.0:49619          *:*                                    4
  UDP    0.0.0.0:50661          *:*                                    4
  UDP    0.0.0.0:51230          *:*                                    4
  UDP    0.0.0.0:51976          *:*                                    4
  UDP    0.0.0.0:52082          *:*                                    4
  UDP    0.0.0.0:52115          *:*                                    4
  UDP    0.0.0.0:52456          *:*                                    4
  UDP    0.0.0.0:52790          *:*                                    4
  UDP    0.0.0.0:52824          *:*                                    4
  UDP    0.0.0.0:53851          *:*                                    4
  UDP    0.0.0.0:54022          *:*                                    4
  UDP    0.0.0.0:54369          *:*                                    4
  UDP    0.0.0.0:54539          *:*                                    4
  UDP    0.0.0.0:54679          *:*                                    4
  UDP    0.0.0.0:54792          *:*                                    4
  UDP    0.0.0.0:54902          *:*                                    4
  UDP    0.0.0.0:54917          *:*                                    4
  UDP    0.0.0.0:55558          *:*                                    4
  UDP    0.0.0.0:56200          *:*                                    5956
  UDP    0.0.0.0:56730          *:*                                    4
  UDP    0.0.0.0:56853          *:*                                    4
  UDP    0.0.0.0:57168          *:*                                    4
  UDP    0.0.0.0:57398          *:*                                    4
  UDP    0.0.0.0:58245          *:*                                    13752
  UDP    0.0.0.0:58626          *:*                                    4
  UDP    0.0.0.0:58737          *:*                                    4
  UDP    0.0.0.0:60089          *:*                                    4
  UDP    0.0.0.0:60140          *:*                                    4
  UDP    0.0.0.0:60328          *:*                                    12496
  UDP    0.0.0.0:60329          *:*                                    12496
  UDP    0.0.0.0:61671          *:*                                    4
  UDP    0.0.0.0:62798          *:*                                    4
  UDP    0.0.0.0:62816          *:*                                    4
  UDP    0.0.0.0:62944          *:*                                    4
  UDP    0.0.0.0:63253          *:*                                    4
  UDP    0.0.0.0:63325          *:*                                    4
  UDP    0.0.0.0:63340          *:*                                    4
  UDP    0.0.0.0:63455          *:*                                    4
  UDP    0.0.0.0:63559          *:*                                    4
  UDP    0.0.0.0:63706          *:*                                    4
  UDP    0.0.0.0:64098          *:*                                    4
  UDP    0.0.0.0:64298          *:*                                    4
  UDP    0.0.0.0:64344          *:*                                    4
  UDP    0.0.0.0:64493          *:*                                    4
  UDP    0.0.0.0:64816          *:*                                    4
  UDP    0.0.0.0:65243          *:*                                    4
  UDP    0.0.0.0:65457          *:*                                    4
  UDP    0.0.0.0:65509          *:*                                    4
  UDP    10.0.75.1:137          *:*                                    4
  UDP    10.0.75.1:138          *:*                                    4
  UDP    10.0.75.1:1900         *:*                                    16412
  UDP    10.0.75.1:60322        *:*                                    16412
  UDP    127.0.0.1:1900         *:*                                    16412
  UDP    127.0.0.1:50126        *:*                                    7848
  UDP    127.0.0.1:55054        *:*                                    16124
  UDP    127.0.0.1:55201        *:*                                    39036
  UDP    127.0.0.1:55699        *:*                                    1220
  UDP    127.0.0.1:55956        *:*                                    4556
  UDP    127.0.0.1:57520        *:*                                    2924
  UDP    127.0.0.1:58619        *:*                                    11624
  UDP    127.0.0.1:58636        *:*                                    8304
  UDP    127.0.0.1:60324        *:*                                    16412
  UDP    161.85.89.168:137      *:*                                    4
  UDP    161.85.89.168:138      *:*                                    4
  UDP    161.85.89.168:1900     *:*                                    16412
  UDP    161.85.89.168:60323    *:*                                    16412
  UDP    172.23.192.1:137       *:*                                    4
  UDP    172.23.192.1:138       *:*                                    4
  UDP    172.23.192.1:1900      *:*                                    16412
  UDP    172.23.192.1:60325     *:*                                    16412
  UDP    172.29.109.65:67       *:*                                    12496
  UDP    172.29.109.65:68       *:*                                    12496
  UDP    172.29.109.65:1900     *:*                                    16412
  UDP    172.29.109.65:60321    *:*                                    16412
  UDP    [::]:123               *:*                                    1932
  UDP    [::]:3702              *:*                                    5956
  UDP    [::]:3702              *:*                                    5956
  UDP    [::]:5353              *:*                                    1596
  UDP    [::]:5353              *:*                                    67308
  UDP    [::]:5353              *:*                                    38760
  UDP    [::]:5353              *:*                                    38760
  UDP    [::]:5353              *:*                                    38760
  UDP    [::]:5353              *:*                                    67308
  UDP    [::]:5353              *:*                                    52760
  UDP    [::]:5353              *:*                                    52760
  UDP    [::]:5353              *:*                                    52760
  UDP    [::]:5353              *:*                                    52760
  UDP    [::]:5353              *:*                                    38760
  UDP    [::]:5353              *:*                                    67308
  UDP    [::]:5353              *:*                                    67308
  UDP    [::]:5355              *:*                                    1596
  UDP    [::]:8082              *:*                                    25072
  UDP    [::]:56201             *:*                                    5956
  UDP    [::]:58245             *:*                                    13752
  UDP    [::]:60330             *:*                                    12496
  UDP    [::1]:1900             *:*                                    16412
  UDP    [::1]:59299            *:*                                    8316
  UDP    [::1]:60319            *:*                                    16412
  UDP    [fe80::25b3:29a:bf35:fd13%10]:1900  *:*                                    16412
  UDP    [fe80::25b3:29a:bf35:fd13%10]:60318  *:*                                    16412
  UDP    [fe80::30db:9256:891f:1b0c%18]:1900  *:*                                    16412
  UDP    [fe80::30db:9256:891f:1b0c%18]:60316  *:*                                    16412
  UDP    [fe80::446b:6f32:cfa4:b2b%9]:1900  *:*                                    16412
  UDP    [fe80::446b:6f32:cfa4:b2b%9]:60317  *:*                                    16412
  UDP    [fe80::c1df:7638:3a38:9394%11]:1900  *:*                                    16412
  UDP    [fe80::c1df:7638:3a38:9394%11]:60320  *:*                                    16412
